epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
26,9120.24,2.12698,0.59238,0.00278,0.87341,0.6941,0.75834,0.50733,1.75626,0.50256,0.00337,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,9474.32,2.13362,0.60338,0.00277,0.88656,0.69025,0.77282,0.51796,1.76143,0.48499,0.00337,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,9826.07,2.12647,0.60568,0.00276,0.83907,0.75124,0.77033,0.52259,1.73636,0.48827,0.00331,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,10177,2.12481,0.58736,0.00275,0.89175,0.72362,0.77901,0.52029,1.74803,0.48332,0.00334,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,10527.2,2.12181,0.5869,0.00274,0.83603,0.72315,0.77098,0.52028,1.73908,0.49373,0.00332,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,10883,2.12202,0.59555,0.00275,0.86934,0.71959,0.76872,0.51682,1.73174,0.49779,0.00331,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,11237.1,2.11073,0.59276,0.00274,0.89852,0.70117,0.77493,0.52381,1.72289,0.50226,0.00329,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,11591.1,2.11583,0.59043,0.00274,0.89862,0.69128,0.77372,0.52316,1.71831,0.5048,0.00327,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,11948,2.11072,0.57865,0.00274,0.86488,0.70914,0.77488,0.52526,1.72334,0.50041,0.00328,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,12302.7,2.11055,0.5811,0.00274,0.88153,0.70123,0.77229,0.52407,1.72571,0.50658,0.00328,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,12656.3,2.11015,0.58066,0.00272,0.89533,0.69313,0.77682,0.52879,1.72323,0.50501,0.00328,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,13013.9,2.10843,0.58016,0.00273,0.89696,0.697,0.77909,0.52916,1.72116,0.49838,0.00328,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,13366.9,2.09949,0.58382,0.0027,0.91463,0.6909,0.77956,0.52903,1.7213,0.4869,0.00328,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,13722.1,2.0993,0.57933,0.00271,0.9145,0.69453,0.78109,0.53067,1.72079,0.48377,0.00327,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,14074.1,2.09253,0.56704,0.00271,0.89573,0.70238,0.77966,0.53132,1.71557,0.50041,0.00326,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,14435.3,2.09733,0.57124,0.00271,0.89169,0.70414,0.77787,0.5297,1.71632,0.49936,0.00327,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,14790,2.09242,0.57245,0.0027,0.88419,0.69397,0.77823,0.53021,1.71488,0.49379,0.00326,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,15144.7,2.09773,0.57695,0.0027,0.91291,0.6927,0.78391,0.53448,1.71306,0.48536,0.00325,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,15499.5,2.08776,0.57708,0.0027,0.86182,0.70622,0.78054,0.53182,1.71207,0.48617,0.00325,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,15849.9,2.08607,0.56528,0.00269,0.90553,0.69974,0.78022,0.5319,1.71257,0.48601,0.00325,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,16205.6,2.08039,0.5649,0.00269,0.9191,0.69733,0.78101,0.53157,1.71113,0.48336,0.00325,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,16559.2,2.08871,0.57005,0.0027,0.90851,0.69818,0.78211,0.53196,1.71055,0.48524,0.00325,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,16913.7,2.08424,0.57675,0.00269,0.91132,0.69185,0.7824,0.53219,1.71109,0.48389,0.00325,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,17268,2.086,0.55888,0.00267,0.90067,0.70826,0.78234,0.53156,1.709,0.47689,0.00325,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,17623.7,2.08239,0.56248,0.00267,0.90182,0.7077,0.78445,0.53412,1.70758,0.47912,0.00325,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,17976.6,2.07373,0.55849,0.00268,0.81471,0.74236,0.78499,0.53454,1.70782,0.47947,0.00324,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,18328.8,2.07268,0.56155,0.00267,0.81379,0.74248,0.78521,0.53491,1.70686,0.47865,0.00324,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,18671.3,2.0717,0.56394,0.00267,0.90296,0.70752,0.78328,0.53358,1.70609,0.48665,0.00324,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,19009.9,2.06932,0.54283,0.00266,0.89802,0.70111,0.78238,0.53227,1.70619,0.48086,0.00323,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,19348.4,2.06064,0.54719,0.00264,0.88381,0.70932,0.78095,0.53233,1.70689,0.49094,0.00323,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,19693.2,2.06054,0.55627,0.00265,0.88394,0.70473,0.77966,0.53012,1.70798,0.48342,0.00323,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,20046.7,2.06265,0.55279,0.00266,0.89754,0.70452,0.78031,0.52926,1.70751,0.48329,0.00323,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,20400.7,2.06142,0.54364,0.00265,0.82112,0.74504,0.78478,0.53104,1.70679,0.484,0.00323,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,20751.6,2.06314,0.55696,0.00266,0.90091,0.71138,0.78399,0.53144,1.70702,0.48159,0.00324,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,21109,2.05745,0.54608,0.00264,0.91768,0.70974,0.78408,0.53126,1.70535,0.48928,0.00323,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,21463.6,2.05812,0.54166,0.00264,0.90137,0.70223,0.78454,0.53205,1.70335,0.489,0.00323,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,21819.8,2.05359,0.54438,0.00263,0.90228,0.71052,0.78457,0.53201,1.70213,0.48506,0.00323,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,22172.7,2.05021,0.54006,0.00264,0.90217,0.71114,0.78329,0.53181,1.701,0.48557,0.00323,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,22526,2.051,0.53801,0.00263,0.90165,0.71197,0.7825,0.53121,1.70014,0.48402,0.00323,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,22878.1,2.05415,0.54403,0.00262,0.88528,0.70735,0.77992,0.52901,1.70023,0.48498,0.00323,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,23231.2,2.05076,0.54044,0.00262,0.89455,0.71498,0.78083,0.52914,1.70046,0.48343,0.00323,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,23584.2,2.04309,0.54147,0.00261,0.89709,0.715,0.7807,0.52888,1.70054,0.4839,0.00323,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,23935.3,2.04019,0.54471,0.00262,0.90043,0.71321,0.78314,0.53066,1.70123,0.48213,0.00323,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,24289.7,2.04366,0.53532,0.00261,0.89942,0.71286,0.78435,0.53177,1.70024,0.48125,0.00323,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,24642.4,2.03689,0.53557,0.00262,0.8972,0.71586,0.78262,0.53153,1.7004,0.48326,0.00323,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,24992.9,2.03118,0.53889,0.00261,0.88209,0.70597,0.78286,0.53107,1.70169,0.48396,0.00323,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,25346.2,2.0328,0.53334,0.00259,0.88134,0.71623,0.78274,0.53073,1.70103,0.48411,0.00323,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,25688.1,2.03035,0.52786,0.0026,0.8873,0.71654,0.78293,0.53165,1.69903,0.48344,0.00323,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,26030.9,2.03533,0.52742,0.00261,0.87708,0.71798,0.78202,0.53018,1.70054,0.48393,0.00323,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,26371,2.02609,0.52953,0.00259,0.86022,0.71972,0.78141,0.53033,1.70046,0.48434,0.00323,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,26707.9,2.02185,0.53788,0.00258,0.87971,0.70909,0.78164,0.53073,1.70084,0.47666,0.00324,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
