class_name,count,mean,median,min,max
NO_Helmet,3165,0.6662695180559987,0.724608838558197,0.25008755922317505,0.9206702709197998
Person,5147,0.7083980426328355,0.7837948799133301,0.2500092089176178,0.9849306344985962
YES_Helmet,2085,0.7866771416555491,0.8446561694145203,0.2527032196521759,0.9269417524337769
